,No.,Company,Format,Form Type,Filing Date,Size,Link,CIK,Ticker
2316,152,ACQUA WELLINGTON NORTH AMERICAN EQUITIES LTD,[text] [html],SC 13G,08/17/2007,57234,/Archives/edgar/data/1161964/000092242307001053/0000922423-07-001053-index.htm,0001161964,NOT IN LIST
2317,152,ACQUA WELLINGTON NORTH AMERICAN EQUITIES LTD,[text] [html],SC 13G/A,04/13/2007,74530,/Archives/edgar/data/1161964/000092242307000500/0000922423-07-000500-index.htm,0001161964,NOT IN LIST
2318,152,ACQUA WELLINGTON NORTH AMERICAN EQUITIES LTD,[text] [html],SC 13G,02/01/2007,73273,/Archives/edgar/data/1161964/000092242307000128/0000922423-07-000128-index.htm,0001161964,NOT IN LIST
2319,152,ACQUA WELLINGTON NORTH AMERICAN EQUITIES LTD,[text] [html],SC 13G,01/26/2007,74443,/Archives/edgar/data/1161964/000092242307000101/0000922423-07-000101-index.htm,0001161964,NOT IN LIST
2320,152,Acquicor Management LLC,[text] [html],SC 13D,02/26/2007,648699,/Archives/edgar/data/1355788/000114420407010045/0001144204-07-010045-index.htm,0001337675,NOT IN LIST
2321,152,Acquicor Management LLC,[text] [html],4,02/20/2007,6166,/Archives/edgar/data/1355788/000114420407009087/0001144204-07-009087-index.htm,0001337675,NOT IN LIST
2322,152,Acquicor Management LLC,[text] [html],SC 13G,02/12/2007,105869,/Archives/edgar/data/1355788/000114420407006429/0001144204-07-006429-index.htm,0001337675,NOT IN LIST
2323,152,Acquicor Management LLC,[text] [html],3/A,03/16/2006,10055,/Archives/edgar/data/1355788/000120919106018107/0001209191-06-018107-index.htm,0001337675,NOT IN LIST
2324,152,Acquicor Management LLC,[text] [html],3,03/13/2006,5278,/Archives/edgar/data/1355788/000120919106017177/0001209191-06-017177-index.htm,0001337675,NOT IN LIST
2325,152,Acquicor Technology Inc,[text] [html],4,02/20/2007,6313,/Archives/edgar/data/1337675/000114420407009093/0001144204-07-009093-index.htm,0001183247,NOT IN LIST
2326,152,Acquicor Technology Inc,[text] [html],4,02/20/2007,6166,/Archives/edgar/data/1337675/000114420407009087/0001144204-07-009087-index.htm,0001337675,NOT IN LIST
2327,152,Acquicor Technology Inc,[text] [html],4,02/20/2007,6000,/Archives/edgar/data/1337675/000114420407009105/0001144204-07-009105-index.htm,0001337675,NOT IN LIST
2328,152,Acquicor Technology Inc,[text] [html],4,02/20/2007,6240,/Archives/edgar/data/1337675/000114420407009102/0001144204-07-009102-index.htm,0001337675,NOT IN LIST
2329,152,Acquicor Technology Inc,[text] [html],8-K,02/20/2007,85706,/Archives/edgar/data/1337675/000114420407009071/0001144204-07-009071-index.htm,0001337675,NOT IN LIST
2330,152,Acquicor Technology Inc,[text] [html],4,02/20/2007,5998,/Archives/edgar/data/1337675/000114420407009091/0001144204-07-009091-index.htm,0001337675,NOT IN LIST
2331,152,Acquicor Technology Inc,[text] [html],8-K,02/14/2007,46563,/Archives/edgar/data/1337675/000114420407008071/0001144204-07-008071-index.htm,0001337675,NOT IN LIST
2332,152,Acquicor Technology Inc,[text] [html],SC 13G/A,02/14/2007,71340,/Archives/edgar/data/1337675/000095013407003057/0000950134-07-003057-index.htm,0001056491,NOT IN LIST
2333,152,Acquicor Technology Inc,[text] [html],DEFA14A,02/14/2007,46483,/Archives/edgar/data/1337675/000114420407008072/0001144204-07-008072-index.htm,0001337675,NOT IN LIST
2334,152,Acquicor Technology Inc,[text] [html],DEFA14A,02/14/2007,46509,/Archives/edgar/data/1337675/000114420407008058/0001144204-07-008058-index.htm,0001337675,NOT IN LIST
2335,152,Acquicor Technology Inc,[text] [html],SC 13G,02/14/2007,19762,/Archives/edgar/data/1337675/000090221907000614/0000902219-07-000614-index.htm,0000902219,NOT IN LIST
2336,152,Acquicor Technology Inc,[text] [html],SC 13G,02/13/2007,14414,/Archives/edgar/data/1337675/000106176807000072/0001061768-07-000072-index.htm,0001061768,NOT IN LIST
2337,152,Acquicor Technology Inc,[text] [html],SC 13G,02/12/2007,105869,/Archives/edgar/data/1337675/000114420407006429/0001144204-07-006429-index.htm,0001337675,NOT IN LIST
2338,152,Acquicor Technology Inc,[text] [html],DEFA14A,02/08/2007,41889,/Archives/edgar/data/1337675/000114420407005971/0001144204-07-005971-index.htm,0001337675,NOT IN LIST
2339,152,Acquicor Technology Inc,[text] [html],8-K,02/08/2007,280440,/Archives/edgar/data/1337675/000114420407005980/0001144204-07-005980-index.htm,0001337675,NOT IN LIST
2340,152,Acquicor Technology Inc,[text] [html],8-K,01/29/2007,42395,/Archives/edgar/data/1337675/000114420407003743/0001144204-07-003743-index.htm,0001337675,NOT IN LIST
2341,152,Acquicor Technology Inc,[text] [html],DEFA14A,01/29/2007,2875027,/Archives/edgar/data/1337675/000114420407003711/0001144204-07-003711-index.htm,0001337675,NOT IN LIST
2342,152,Acquicor Technology Inc,[text] [html],DEFM14A,01/29/2007,3633759,/Archives/edgar/data/1337675/000114420407003737/0001144204-07-003737-index.htm,0001337675,NOT IN LIST
2343,152,Acquicor Technology Inc,[text] [html],PRER14A,01/25/2007,3694159,/Archives/edgar/data/1337675/000114420407003172/0001144204-07-003172-index.htm,0001337675,NOT IN LIST
2344,152,Acquicor Technology Inc,[text] [html],8-K,01/11/2007,42197,/Archives/edgar/data/1337675/000114420407001413/0001144204-07-001413-index.htm,0001337675,NOT IN LIST
2345,152,Acquicor Technology Inc,[text] [html],CORRESP,01/11/2007,74392,/Archives/edgar/data/1337675/000114420407001356/0001144204-07-001356-index.htm,0001337675,NOT IN LIST
2346,152,Acquicor Technology Inc,[text] [html],PRER14A,01/11/2007,7493578,/Archives/edgar/data/1337675/000114420407001366/0001144204-07-001366-index.htm,0001337675,NOT IN LIST
2347,152,Acquicor Technology Inc,[text] [html],PRER14A,01/11/2007,7493578,/Archives/edgar/data/1337675/000114420407001366/0001144204-07-001366-index.htm,0001337675,NOT IN LIST
2348,152,Acquicor Technology Inc,[text] [html],8-K,12/22/2006,2003642,/Archives/edgar/data/1337675/000114420406054272/0001144204-06-054272-index.htm,0001337675,NOT IN LIST
2349,152,Acquicor Technology Inc,[text] [html],PRER14A,12/20/2006,7331778,/Archives/edgar/data/1337675/000114420406053586/0001144204-06-053586-index.htm,0001337675,NOT IN LIST
2350,152,Acquicor Technology Inc,[text] [html],CORRESP,12/20/2006,96520,/Archives/edgar/data/1337675/000114420406053591/0001144204-06-053591-index.htm,0001337675,NOT IN LIST
2351,152,Acquicor Technology Inc,[text] [html],8-K,12/15/2006,175670,/Archives/edgar/data/1337675/000114420406052716/0001144204-06-052716-index.htm,0001337675,NOT IN LIST
2352,152,Acquicor Technology Inc,[text] [html],DEFA14A,12/12/2006,997288,/Archives/edgar/data/1337675/000114420406052231/0001144204-06-052231-index.htm,0001337675,NOT IN LIST
2353,152,Acquicor Technology Inc,[text] [html],8-K,12/12/2006,35903,/Archives/edgar/data/1337675/000114420406052168/0001144204-06-052168-index.htm,0001337675,NOT IN LIST
2354,152,Acquicor Technology Inc,[text] [html],DEFA14A,11/29/2006,1187817,/Archives/edgar/data/1337675/000114420406050534/0001144204-06-050534-index.htm,0001337675,NOT IN LIST
2355,152,Acquicor Technology Inc,[text] [html],DEFA14A,11/22/2006,1190583,/Archives/edgar/data/1337675/000114420406049951/0001144204-06-049951-index.htm,0001337675,NOT IN LIST
2356,152,Acquicor Technology Inc,[text] [html],8-K,11/21/2006,29671,/Archives/edgar/data/1337675/000114420406049437/0001144204-06-049437-index.htm,0001337675,NOT IN LIST
2357,152,Acquicor Technology Inc,[text] [html],PRER14A,11/20/2006,7194337,/Archives/edgar/data/1337675/000114420406048946/0001144204-06-048946-index.htm,0001337675,NOT IN LIST
2358,152,Acquicor Technology Inc,[text] [html],CORRESP,11/20/2006,237843,/Archives/edgar/data/1337675/000114420406048948/0001144204-06-048948-index.htm,0001337675,NOT IN LIST
2359,152,Acquicor Technology Inc,[text] [html],DEFA14A,11/16/2006,53370,/Archives/edgar/data/1337675/000114420406048629/0001144204-06-048629-index.htm,0001337675,NOT IN LIST
2360,152,Acquicor Technology Inc,[text] [html],8-K,11/16/2006,51331,/Archives/edgar/data/1337675/000114420406048553/0001144204-06-048553-index.htm,0001337675,NOT IN LIST
2361,152,Acquicor Technology Inc,[text] [html],10-Q,11/14/2006,492182,/Archives/edgar/data/1337675/000114420406047607/0001144204-06-047607-index.htm,0001337675,NOT IN LIST
2362,152,Acquicor Technology Inc,[text] [html],DEFA14A,10/24/2006,3042607,/Archives/edgar/data/1337675/000114420406043419/0001144204-06-043419-index.htm,0001337675,NOT IN LIST
2363,152,Acquicor Technology Inc,[text] [html],PREM14A,10/13/2006,6747489,/Archives/edgar/data/1337675/000114420406042072/0001144204-06-042072-index.htm,0001337675,NOT IN LIST
2364,152,Acquicor Technology Inc,[text] [html],UPLOAD,10/10/2006,1964378,/Archives/edgar/data/1337675/000000000006049005/0000000000-06-049005-index.htm,0001337675,NOT IN LIST
2365,152,Acquicor Technology Inc,[text] [html],8-K,09/29/2006,1451007,/Archives/edgar/data/1337675/000114420406040447/0001144204-06-040447-index.htm,0001337675,NOT IN LIST
2366,152,Acquicor Technology Inc,[text] [html],DEFA14A,09/27/2006,278540,/Archives/edgar/data/1337675/000114420406039953/0001144204-06-039953-index.htm,0001337675,NOT IN LIST
2367,152,Acquicor Technology Inc,[text] [html],DEFA14A,09/27/2006,101446,/Archives/edgar/data/1337675/000114420406039865/0001144204-06-039865-index.htm,0001337675,NOT IN LIST
2368,152,Acquicor Technology Inc,[text] [html],DEFA14A,09/26/2006,70933,/Archives/edgar/data/1337675/000114420406039824/0001144204-06-039824-index.htm,0001337675,NOT IN LIST
2369,152,Acquicor Technology Inc,[text] [html],UPLOAD,08/25/2006,62908,/Archives/edgar/data/1337675/000000000006041232/0000000000-06-041232-index.htm,0001337675,NOT IN LIST
2370,152,Acquicor Technology Inc,[text] [html],10-Q,08/14/2006,152450,/Archives/edgar/data/1337675/000095013406016061/0000950134-06-016061-index.htm,0001337675,NOT IN LIST
2371,152,Acquicor Technology Inc,[text] [html],SC 13G/A,06/27/2006,9767,/Archives/edgar/data/1337675/000101359406000395/0001013594-06-000395-index.htm,0001167129,NOT IN LIST
2372,152,Acquicor Technology Inc,[text] [html],10-Q,05/15/2006,151819,/Archives/edgar/data/1337675/000095013406009996/0000950134-06-009996-index.htm,0001337675,NOT IN LIST
2373,152,Acquicor Technology Inc,[text] [html],8-K,04/14/2006,9319,/Archives/edgar/data/1337675/000095014906000196/0000950149-06-000196-index.htm,0001337675,NOT IN LIST
2374,152,Acquicor Technology Inc,[text] [html],REGDEX,03/27/2006,1739,/Archives/edgar/data/1337675/999999999706013543/9999999997-06-013543-index.htm,0001337675,NOT IN LIST
2375,152,Acquicor Technology Inc,[text] [html],8-K,03/27/2006,90356,/Archives/edgar/data/1337675/000095013406005961/0000950134-06-005961-index.htm,0001337675,NOT IN LIST
2376,152,Acquicor Technology Inc,[text] [html],SC 13G,03/24/2006,119697,/Archives/edgar/data/1337675/000101359406000231/0001013594-06-000231-index.htm,0001167129,NOT IN LIST
2377,152,Acquicor Technology Inc,[text] [html],8-K,03/21/2006,86518,/Archives/edgar/data/1337675/000095013406005536/0000950134-06-005536-index.htm,0001337675,NOT IN LIST
2378,152,Acquicor Technology Inc,[text] [html],CORRESP,03/21/2006,74547,/Archives/edgar/data/1337675/000095013406005617/0000950134-06-005617-index.htm,0001337675,NOT IN LIST
2379,152,Acquicor Technology Inc,[text] [html],SC 13G,03/17/2006,54523,/Archives/edgar/data/1337675/000095013406005431/0000950134-06-005431-index.htm,0001299959,NOT IN LIST
2380,152,Acquicor Technology Inc,[text] [html],3/A,03/16/2006,9893,/Archives/edgar/data/1337675/000120919106018109/0001209191-06-018109-index.htm,0001337675,NOT IN LIST
2381,152,Acquicor Technology Inc,[text] [html],424B4,03/16/2006,713131,/Archives/edgar/data/1337675/000095014906000116/0000950149-06-000116-index.htm,0001337675,NOT IN LIST
2382,152,Acquicor Technology Inc,[text] [html],3/A,03/16/2006,8672,/Archives/edgar/data/1337675/000120919106018105/0001209191-06-018105-index.htm,0001337675,NOT IN LIST
2383,152,Acquicor Technology Inc,[text] [html],3/A,03/16/2006,10055,/Archives/edgar/data/1337675/000120919106018108/0001209191-06-018108-index.htm,0001183247,NOT IN LIST
2384,152,Acquicor Technology Inc,[text] [html],3/A,03/16/2006,10055,/Archives/edgar/data/1337675/000120919106018107/0001209191-06-018107-index.htm,0001337675,NOT IN LIST
2385,152,Acquicor Technology Inc,[text] [html],3/A,03/16/2006,9888,/Archives/edgar/data/1337675/000120919106018112/0001209191-06-018112-index.htm,0001337675,NOT IN LIST
2386,152,Acquicor Technology Inc,[text] [html],424B3,03/16/2006,717801,/Archives/edgar/data/1337675/000095014906000118/0000950149-06-000118-index.htm,0001337675,NOT IN LIST
2387,152,Acquicor Technology Inc,[text] [html],3/A,03/16/2006,8682,/Archives/edgar/data/1337675/000120919106018111/0001209191-06-018111-index.htm,0001182210,NOT IN LIST
2388,152,Acquicor Technology Inc,[text] [html],3/A,03/16/2006,10006,/Archives/edgar/data/1337675/000120919106018110/0001209191-06-018110-index.htm,0001337675,NOT IN LIST
2389,152,Acquicor Technology Inc,[text] [html],POS AM,03/15/2006,801979,/Archives/edgar/data/1337675/000095014906000110/0000950149-06-000110-index.htm,0001337675,NOT IN LIST
2390,152,Acquicor Technology Inc,[text] [html],CERTAMX,03/14/2006,1722,/Archives/edgar/data/1337675/999999999706009641/9999999997-06-009641-index.htm,0001337675,NOT IN LIST
2391,152,Acquicor Technology Inc,[text] [html],CORRESP,03/14/2006,12452,/Archives/edgar/data/1337675/000095014906000108/0000950149-06-000108-index.htm,0001337675,NOT IN LIST
2392,152,Acquicor Technology Inc,[text] [html],3,03/13/2006,3994,/Archives/edgar/data/1337675/000120919106017182/0001209191-06-017182-index.htm,0001182210,NOT IN LIST
2393,152,Acquicor Technology Inc,[text] [html],3,03/13/2006,5356,/Archives/edgar/data/1337675/000120919106017181/0001209191-06-017181-index.htm,0001337675,NOT IN LIST
2394,152,Acquicor Technology Inc,[text] [html],3,03/13/2006,5424,/Archives/edgar/data/1337675/000120919106017178/0001209191-06-017178-index.htm,0001183247,NOT IN LIST
2395,152,Acquicor Technology Inc,[text] [html],3,03/13/2006,5278,/Archives/edgar/data/1337675/000120919106017177/0001209191-06-017177-index.htm,0001337675,NOT IN LIST
2396,152,Acquicor Technology Inc,[text] [html],3,03/13/2006,5116,/Archives/edgar/data/1337675/000120919106017179/0001209191-06-017179-index.htm,0001337675,NOT IN LIST
2397,152,Acquicor Technology Inc,[text] [html],3,03/13/2006,5114,/Archives/edgar/data/1337675/000120919106017288/0001209191-06-017288-index.htm,0001337675,NOT IN LIST
2398,152,Acquicor Technology Inc,[text] [html],3,03/13/2006,3963,/Archives/edgar/data/1337675/000120919106017287/0001209191-06-017287-index.htm,0001337675,NOT IN LIST
2399,152,Acquicor Technology Inc,[text] [html],8-A12B,03/10/2006,15287,/Archives/edgar/data/1337675/000095013406004703/0000950134-06-004703-index.htm,0001337675,NOT IN LIST
2400,152,Acquicor Technology Inc,[text] [html],CORRESP,03/10/2006,5421,/Archives/edgar/data/1337675/000095013406004756/0000950134-06-004756-index.htm,0001337675,NOT IN LIST
2401,152,Acquicor Technology Inc,[text] [html],CORRESP,03/10/2006,150231,/Archives/edgar/data/1337675/000095013406004755/0000950134-06-004755-index.htm,0001337675,NOT IN LIST
2402,152,Acquicor Technology Inc,[text] [html],CORRESP,03/10/2006,11140,/Archives/edgar/data/1337675/000095013406004757/0000950134-06-004757-index.htm,0001337675,NOT IN LIST
2403,152,Acquicor Technology Inc,[text] [html],CORRESP,03/10/2006,207909,/Archives/edgar/data/1337675/000095013406004728/0000950134-06-004728-index.htm,0001337675,NOT IN LIST
2404,152,Acquicor Technology Inc,[text] [html],CORRESP,03/10/2006,7345,/Archives/edgar/data/1337675/000095013406004725/0000950134-06-004725-index.htm,0001337675,NOT IN LIST
2405,152,Acquicor Technology Inc,[text] [html],CORRESP,03/10/2006,73953,/Archives/edgar/data/1337675/000095013406004758/0000950134-06-004758-index.htm,0001337675,NOT IN LIST
2406,152,Acquicor Technology Inc,[text] [html],CORRESP,03/09/2006,153811,/Archives/edgar/data/1337675/000095013406004603/0000950134-06-004603-index.htm,0001337675,NOT IN LIST
2407,152,Acquicor Technology Inc,[text] [html],S-1/A,03/09/2006,918459,/Archives/edgar/data/1337675/000095013406004602/0000950134-06-004602-index.htm,0001337675,NOT IN LIST
2408,152,Acquicor Technology Inc,[text] [html],UPLOAD,03/01/2006,6017,/Archives/edgar/data/1337675/000000000006010419/0000000000-06-010419-index.htm,0001337675,NOT IN LIST
2409,152,Acquicor Technology Inc,[text] [html],S-1/A,02/21/2006,1256944,/Archives/edgar/data/1337675/000095014906000064/0000950149-06-000064-index.htm,0001337675,NOT IN LIST
2410,152,Acquicor Technology Inc,[text] [html],CORRESP,02/21/2006,36837,/Archives/edgar/data/1337675/000095014906000065/0000950149-06-000065-index.htm,0001337675,NOT IN LIST
2411,152,Acquicor Technology Inc,[text] [html],UPLOAD,02/13/2006,6973,/Archives/edgar/data/1337675/000000000006007722/0000000000-06-007722-index.htm,0001337675,NOT IN LIST
2412,152,Acquicor Technology Inc,[text] [html],S-1/A,02/02/2006,567072,/Archives/edgar/data/1337675/000095013406001765/0000950134-06-001765-index.htm,0001337675,NOT IN LIST
2413,152,Acquicor Technology Inc,[text] [html],S-1/A,01/19/2006,653560,/Archives/edgar/data/1337675/000095013406000770/0000950134-06-000770-index.htm,0001337675,NOT IN LIST
2414,152,Acquicor Technology Inc,[text] [html],S-1/A,01/17/2006,651924,/Archives/edgar/data/1337675/000095013406000614/0000950134-06-000614-index.htm,0001337675,NOT IN LIST
2415,152,Acquicor Technology Inc,[text] [html],CORRESP,01/17/2006,37870,/Archives/edgar/data/1337675/000095013406000650/0000950134-06-000650-index.htm,0001337675,NOT IN LIST
2416,152,Acquicor Technology Inc,[text] [html],UPLOAD,01/10/2006,7465,/Archives/edgar/data/1337675/000000000006001341/0000000000-06-001341-index.htm,0001337675,NOT IN LIST
2417,152,Acquicor Technology Inc,[text] [html],CORRESP,12/16/2005,26119,/Archives/edgar/data/1337675/000095013405023342/0000950134-05-023342-index.htm,0001337675,NOT IN LIST
2418,152,Acquicor Technology Inc,[text] [html],S-1/A,12/16/2005,679444,/Archives/edgar/data/1337675/000095014905000792/0000950149-05-000792-index.htm,0001337675,NOT IN LIST
2419,152,Acquicor Technology Inc,[text] [html],UPLOAD,11/21/2005,7638,/Archives/edgar/data/1337675/000000000005058826/0000000000-05-058826-index.htm,0001337675,NOT IN LIST
2420,152,Acquicor Technology Inc,[text] [html],S-1/A,10/19/2005,737524,/Archives/edgar/data/1337675/000095013405019334/0000950134-05-019334-index.htm,0001337675,NOT IN LIST
2421,152,Acquicor Technology Inc,[text] [html],UPLOAD,10/03/2005,24539,/Archives/edgar/data/1337675/000000000005050934/0000000000-05-050934-index.htm,0001337675,NOT IN LIST
2422,152,ACQUIRED SALES CORP,[text] [html],8-K,10/04/2011,5172234,/Archives/edgar/data/1391135/000082357911000473/0000823579-11-000473-index.htm,0001391135,aqsp US Equity
2423,152,ACQUIRED SALES CORP,[text] [html],10-Q/A,09/13/2011,1112392,/Archives/edgar/data/1391135/000082357911000431/0000823579-11-000431-index.htm,0001391135,aqsp US Equity
2424,152,ACQUIRED SALES CORP,[text] [html],10-Q,08/15/2011,398819,/Archives/edgar/data/1391135/000082357911000276/0000823579-11-000276-index.htm,0001391135,aqsp US Equity
2425,152,ACQUIRED SALES CORP,[text] [html],DEF 14C,08/09/2011,3236449,/Archives/edgar/data/1391135/000082357911000239/0000823579-11-000239-index.htm,0001391135,aqsp US Equity
2426,152,ACQUIRED SALES CORP,[text] [html],UPLOAD,07/29/2011,45485,/Archives/edgar/data/1391135/000000000011046085/0000000000-11-046085-index.htm,0001391135,aqsp US Equity
2427,152,ACQUIRED SALES CORP,[text] [html],CORRESP,07/26/2011,25164,/Archives/edgar/data/1391135/000082357911000231/0000823579-11-000231-index.htm,0001391135,aqsp US Equity
