Name,Industry,Ticker,Total,Governance,Social,Environment,Date
Ensco plc,Oil Services,ESV TQ Equity,67.7,71.4,72.7,50.0,Feb-16
EOG Resources Inc,Oil & Gas,EOG US Equity,47.0,64.6,44.3,30.0,Feb-16
Eramet,Metals & Mining,ERMAF US Equity,53.0,31.3,64.4,51.7,Feb-16
Ericsson,Technology Hardware,ERIXF US Equity,81.2,94.8,57.9,100.0,Feb-16
Erste Group,Banks,EBKOF US Equity,79.6,86.1,79.7,60.0,Feb-16
Essilor,Household & Personal Care,ESLOF US Equity,75.6,62.3,93.3,No data,Feb-16
Eurazeo,General Financials,EUZOF US Equity,88.8,90.0,80.0,100.0,Feb-16
Eurocommercial Properties,Real Estate,SEPYF US Equity,44.3,85.7,100.0,6.3,Feb-16
EVN,Utilities,EVNVF US Equity,70.3,83.3,73.3,54.6,Feb-16
Evonik,Chemicals,EVKIF US Equity,81.0,75.0,98.3,66.7,Feb-16
Evraz Plc,Steel,EVRZF US Equity,21.9,50.0,15.0,18.3,Feb-16
ExxonMobil,Oil & Gas,XOM US Equity,72.2,77.0,75.8,56.3,Feb-16
Facebook,Media,FB US Equity,55.2,61.1,57.7,42.9,Feb-16
Faurecia,Automobiles & Components,FURCF US Equity,68.7,65.4,80.6,58.3,Feb-16
FCA,Automobiles & Components,FCAU US Equity,69.8,82.5,72.7,49.4,Feb-16
FCC,Construction & Building Materials,FMOCF US Equity,61.6,42.9,76.3,50.0,Feb-16
Ferrovial,Construction & Building Materials,CCIDF US Equity,74.1,30.0,94.4,72.2,Feb-16
Finmeccanica,Aerospace & Defence,FINMF US Equity,61.0,74.4,77.7,21.1,Feb-16
FMC Technologies,Oil Services,1482276D US Equity,59.8,71.4,57.3,50.0,Feb-16
Fnac,Non Food Retail,GRUPF US Equity,48.4,16.7,65.0,42.5,Feb-16
Foncière des Régions,Real Estate,GSEFF US Equity,73.5,85.0,81.3,62.5,Feb-16
Foncière Lyonnaise,Real Estate,FONYF US Equity,64.6,57.1,100.0,60.0,Feb-16
Fortum,Utilities,FOTUF US Equity,70.5,94.1,75.4,43.2,Feb-16
Fraport AG,Transportation,FPRUF US Equity,71.0,83.0,65.3,67.9,Feb-16
Fresenius Medical Care AG & Co KGAA,Health Care Equipment & Services,FMCQF US Equity,59.9,73.6,41.7,No data,Feb-16
Fresenius SE & Co. KGaA,Health Care Equipment & Services,FSNUF US Equity,42.8,43.6,41.7,No data,Feb-16
Galp Energia,Oil & Gas,GLPEF US Equity,77.6,81.8,70.5,90.6,Feb-16
Gamesa Corp Tecnologica,Capital Goods,GCTAF US Equity,76.1,62.4,90.6,81.4,Feb-16
Garanti Bank,Banks,TKGBF US Equity,69.9,59.8,66.3,100.0,Feb-16
Gas Natural SDG,Utilities,GASNF US Equity,71.1,60.0,79.8,65.9,Feb-16
Geberit,Construction & Building Materials,GBERF US Equity,89.7,71.4,100.0,88.9,Feb-16
Gecina,Real Estate,GECFF US Equity,78.7,74.7,100.0,70.6,Feb-16
Gemalto,Technology Hardware,GTOFF US Equity,60.3,88.9,59.6,25.0,Feb-16
General Electric,Capital Goods,GE US Equity,66.8,77.9,74.1,51.0,Feb-16
"General Mills, Inc.",Food,GIS US Equity,70.7,81.6,66.9,65.7,Feb-16
Givaudan,Pharmaceuticals & Biotechnology,GVDBF US Equity,75.2,75.0,81.3,69.2,Feb-16
GKN,Capital Goods,GKNNF US Equity,59.8,63.3,76.4,35.0,Feb-16
Glanbia PLC,Food,GLAPF US Equity,64.9,54.6,90.9,24.0,Feb-16
GlaxoSmithKline,Pharmaceuticals & Biotechnology,GLAXF US Equity,73.7,79.7,67.6,No data,Feb-16
Glencore,Metals & Mining,GLCNF US Equity,76.3,100.0,67.1,74.0,Feb-16
Goldman Sachs,Banks,GS US Equity,71.5,80.6,50.0,80.0,Feb-16
Great Portland Estates,Real Estate,GPOR VX Equity,75.9,71.4,100.0,72.5,Feb-16
Groupe Bruxelles Lambert,General Financials,GBLBF US Equity,60.0,46.7,60.0,100.0,Feb-16
Groupe Eurotunnel,Transportation,GRPTF US Equity,68.2,88.9,76.0,25.0,Feb-16
Groupe SEB,Consumer Durables,SEBYF US Equity,75.4,75.0,84.4,64.6,Feb-16
Grupa Azoty,Chemicals,ATT PW Equity,49.9,33.3,70.7,0.0,Feb-16
Grupa Lotos,Oil & Gas,GPOLF US Equity,51.7,66.7,50.0,43.8,Feb-16
Halkbank,Banks,THBIF US Equity,55.9,36.0,60.0,100.0,Feb-16
Halliburton,Oil Services,HAL US Equity,64.5,69.6,60.6,67.5,Feb-16
Hammerson,Real Estate,HMSNF US Equity,76.5,80.0,62.5,81.3,Feb-16
Hannover RE,Insurance,HVRRF US Equity,76.5,66.7,99.6,75.0,Feb-16
Havas,Media,HAVSF US Equity,69.2,66.7,71.9,60.0,Feb-16
HeidelbergCement,Construction & Building Materials,HLBZF US Equity,64.7,71.4,61.5,63.9,Feb-16
Heineken,Beverages,HINKF US Equity,74.5,77.3,86.9,60.7,Feb-16
Henderson Group,General Financials,HNDGF US Equity,82.4,80.0,73.8,100.0,Feb-16
Henkel,Household & Personal Care,HENOF US Equity,75.2,92.1,61.7,69.4,Feb-16
Hennes & Mauritz,Non Food Retail,HMRZF US Equity,73.9,83.3,65.9,81.0,Feb-16
Hermes Intl.,Luxury Goods,HESAF US Equity,45.8,70.8,58.0,7.7,Feb-16
Hess Corporation,Oil & Gas,HES US Equity,72.9,78.6,78.8,49.6,Feb-16
Hochtief,Construction & Building Materials,HOCFF US Equity,68.8,78.6,78.1,44.4,Feb-16
Honeywell International,Capital Goods,HON US Equity,63.1,86.3,46.6,44.4,Feb-16
HSBC,Banks,HBCYF US Equity,66.2,77.8,40.0,75.0,Feb-16
Hugo Boss,Luxury Goods,HUGSF US Equity,59.9,83.3,66.9,29.6,Feb-16
IAG,Transportation,BABWF US Equity,58.3,100.0,63.0,16.0,Feb-16
Iberdrola,Utilities,IBDSF US Equity,71.7,65.6,79.8,63.4,Feb-16
IBM,Software & IT Services,IBM US Equity,62.6,72.2,60.8,53.6,Feb-16
Icade,Real Estate,CDMGF US Equity,85.9,80.0,100.0,82.5,Feb-16
ICAP,General Financials,IAPLF US Equity,45.3,42.2,48.0,50.0,Feb-16
IGD,Real Estate,IF8 GR Equity,34.1,64.3,100.0,0.0,Feb-16
Iliad,Telecom Services,ILIAF US Equity,49.6,71.9,47.8,35.0,Feb-16
Imerys,Construction & Building Materials,IMYSF US Equity,74.1,42.9,100.0,61.1,Feb-16
IMI,Capital Goods,IMIAF US Equity,79.5,89.1,93.2,59.3,Feb-16
Immofinanz,Real Estate,IFIBF US Equity,38.4,81.0,37.5,12.2,Feb-16
Imperial Brands,Tobacco,IMBBF US Equity,65.5,81.8,71.5,47.1,Feb-16
Inditex,Non Food Retail,IDEXF US Equity,62.8,58.3,52.2,81.0,Feb-16
Indra,Software & IT Services,ISMAF US Equity,61.1,71.9,69.2,32.1,Feb-16
Informa,Media,IFPJF US Equity,75.0,93.3,62.5,60.0,Feb-16
ING Group,Banks,ING SW Equity,84.0,85.4,78.0,90.0,Feb-16
Ingenico,Technology Hardware,INGIF US Equity,84.1,88.9,87.5,70.0,Feb-16
Intertek,Commercial Services & Supplies,IKTSF US Equity,61.0,84.6,64.4,39.7,Feb-16
Intesa Sanpaolo,Banks,IITSF US Equity,71.5,67.8,85.0,60.0,Feb-16
Intu Properties,Real Estate,CCRGF US Equity,69.4,80.0,68.8,63.1,Feb-16
Ipsos,Media,IPSOF US Equity,35.0,58.1,38.1,3.6,Feb-16
Isbank,Banks,TYIBF US Equity,59.0,46.7,73.8,70.0,Feb-16
ITV plc,Media,ITVPF US Equity,55.1,99.5,54.3,8.2,Feb-16
J Sainsbury,Food Retailing,JSNSF US Equity,73.1,93.3,60.4,79.6,Feb-16
JCDecaux,Media,JCDXF US Equity,57.5,87.5,60.7,18.2,Feb-16
JPMorgan Chase & Co.,Banks,JPM US Equity,62.1,62.8,59.0,65.0,Feb-16
JSW,Metals & Mining,JSW PW Equity,35.6,100.0,26.7,16.7,Feb-16
Julius Baer Group,Banks,JBARF US Equity,61.7,67.2,58.7,50.0,Feb-16
Jupiter Fund Management,General Financials,JUP LN Equity,81.0,77.3,73.8,100.0,Feb-16
K+S,Chemicals,KPLUF US Equity,64.7,66.7,86.0,42.5,Feb-16
Kabel Deutschland,Telecom Services,KBDHF US Equity,46.5,87.8,47.2,0.0,Feb-16
KBC,Banks,KBCSF US Equity,75.7,71.5,74.7,90.0,Feb-16
Kellogg,Food,K US Equity,75.5,90.9,82.9,56.4,Feb-16
Kering,Luxury Goods,PPRUF US Equity,61.2,74.8,66.5,42.3,Feb-16
Kerry,Food,KRYAF US Equity,64.7,81.8,76.7,40.0,Feb-16
KGHM,Metals & Mining,KGHPF US Equity,54.9,20.0,60.9,70.8,Feb-16
Kimberly-Clark Corporation,Household & Personal Care,KMB US Equity,67.4,73.1,49.7,72.4,Feb-16
Kingfisher,Non Food Retail,KGFHF US Equity,76.3,100.0,52.6,100.0,Feb-16
Kion Group,Capital Goods,KNNGF US Equity,44.7,47.7,66.7,18.9,Feb-16
Klepierre,Real Estate,KLPEF US Equity,69.1,75.0,100.0,50.0,Feb-16
KPN,Telecom Services,KKPNF US Equity,53.6,94.4,40.1,47.3,Feb-16
Kuka AG,Capital Goods,KUKAF US Equity,47.7,50.0,61.8,34.3,Feb-16
LafargeHolcim,Construction & Building Materials,HCMLF US Equity,83.7,100.0,82.9,72.2,Feb-16
Lagardère,Media,LGDDF US Equity,70.9,100.0,66.9,47.3,Feb-16
Land Securities,Real Estate,LAND VX Equity,71.2,100.0,75.0,51.3,Feb-16
Lanxess,Chemicals,LNXSF US Equity,75.8,100.0,85.4,54.2,Feb-16
Laredo Petroleum Holdings Inc,Oil & Gas,LPI US Equity,39.6,50.0,36.6,37.5,Feb-16
LEG Immobilien AG,Real Estate,LEGIF US Equity,34.1,64.3,100.0,0.0,Feb-16
Legal & General,Insurance,LGGNF US Equity,82.4,91.5,67.5,75.0,Feb-16
Legrand,Capital Goods,LGRVF US Equity,89.3,85.3,90.9,92.9,Feb-16
Linde AG,Chemicals,LNAGF US Equity,85.8,100.0,93.8,70.8,Feb-16
Lindt & Spruengli AG,Food,COCXF US Equity,63.1,54.6,80.5,53.6,Feb-16
Lloyds Banking Group,Banks,LLDTF US Equity,64.1,68.3,59.0,60.0,Feb-16
London Stock Exchange,General Financials,LDNXF US Equity,77.1,76.1,65.0,100.0,Feb-16
L'Oréal,Household & Personal Care,LRLCF US Equity,69.3,56.9,74.7,75.9,Feb-16
LVMH,Luxury Goods,LVMHF US Equity,48.6,60.8,58.0,25.8,Feb-16
M6,Media,MSXTF US Equity,46.1,71.7,51.1,8.2,Feb-16
Magna International,Automobiles & Components,MGA US Equity,70.4,91.7,54.3,61.7,Feb-16
Man Group,General Financials,1746155D US Equity,52.3,52.1,54.0,50.0,Feb-16
Marathon Oil,Oil & Gas,MRO US Equity,60.8,84.1,55.5,42.5,Feb-16
Marks & Spencer,Non Food Retail,MAKSF US Equity,64.1,75.0,49.3,81.0,Feb-16
Mead Johnson,Food,MJN US Equity,52.4,67.3,72.1,22.5,Feb-16
Mediaset,Media,MDIEF US Equity,45.3,66.7,56.4,0.0,Feb-16
Mediaset Espana,Media,GETVF US Equity,59.2,71.4,71.1,21.8,Feb-16
Meggitt,Aerospace & Defence,MEGGF US Equity,55.5,73.0,65.3,16.7,Feb-16
Mercialys,Real Estate,MEIYF US Equity,36.6,55.0,37.5,24.7,Feb-16
Merck KGaA,Pharmaceuticals & Biotechnology,MKGAF US Equity,89.0,85.9,92.0,No data,Feb-16
Metro AG,Non Food Retail,MTAGF US Equity,69.8,76.7,62.4,80.0,Feb-16
Michelin,Automobiles & Components,MGDDF US Equity,57.6,56.3,58.6,58.3,Feb-16
Mobistar,Telecom Services,MBSRF US Equity,51.4,77.8,43.6,45.5,Feb-16
Molson Coors,Beverages,TAP US Equity,72.9,86.4,95.7,41.1,Feb-16
Mondelez International,Food,MDLZ US Equity,66.7,71.8,78.5,51.8,Feb-16
Morgan Stanley,Banks,MS US Equity,69.0,70.9,59.0,80.0,Feb-16
Mosaic,Chemicals,MOS US Equity,64.1,100.0,78.7,31.7,Feb-16
MTU,Aerospace & Defence,MTUAF US Equity,73.0,88.2,77.0,44.4,Feb-16
Munich RE,Insurance,MURGF US Equity,87.1,91.7,67.1,100.0,Feb-16
Murphy Oil,Oil & Gas,MUR US Equity,45.8,58.8,41.1,40.3,Feb-16
National Grid,Utilities,NNGE GR Equity,68.9,83.3,72.1,52.0,Feb-16
National Oilwell Varco,Oil Services,NOV US Equity,52.9,60.0,45.1,62.5,Feb-16
Natixis,Banks,NTXFF US Equity,71.4,73.9,73.7,60.0,Feb-16
Neopost,Commercial Services & Supplies,NPACF US Equity,67.0,83.3,54.6,55.0,Feb-16
Neste,Oil & Gas,NTOIF US Equity,92.0,100.0,100.0,66.3,Feb-16
Nestlé SA,Food,NSRGF US Equity,74.9,90.6,54.6,81.4,Feb-16
Netflix,Software & IT Services,NFLX US Equity,35.0,60.0,33.3,25.0,Feb-16
NetSuite,Software & IT Services,N US Equity,33.1,73.3,23.1,0.0,Feb-16
Newfield Exploration,Oil & Gas,NFX US Equity,61.2,69.1,51.9,74.6,Feb-16
Nexans,Capital Goods,NXPRF US Equity,47.9,52.3,69.1,18.1,Feb-16
Nexity,Real Estate,NXYAF US Equity,63.0,65.0,66.7,56.3,Feb-16
Next,Non Food Retail,NXGPF US Equity,52.6,51.7,49.4,57.7,Feb-16
Noble Corp,Oil Services,NE US Equity,51.9,75.0,40.5,48.8,Feb-16
Noble Energy,Oil & Gas,NBL US Equity,63.2,75.0,62.1,49.6,Feb-16
Nokia,Technology Hardware,NKASF US Equity,72.4,94.8,49.1,70.0,Feb-16
Nord Gold,Metals & Mining,NRDVY US Equity,61.5,20.0,78.9,58.3,Feb-16
Nordea,Banks,NDBHF US Equity,86.8,93.9,78.0,80.0,Feb-16
Nordex,Capital Goods,NRDXF US Equity,55.4,64.7,56.8,42.9,Feb-16
Norilsk Nickel,Metals & Mining,NILSY US Equity,38.9,26.3,52.1,30.7,Feb-16
Novartis AG,Pharmaceuticals & Biotechnology,NVSEF US Equity,72.1,76.6,67.6,No data,Feb-16
Novo Nordisk,Pharmaceuticals & Biotechnology,NONOF US Equity,73.6,79.1,68.1,No data,Feb-16
Novolipetsk Steel,Steel,NLMK LI Equity,44.4,33.3,66.7,16.7,Feb-16
Numericable,Telecom Services,NUMCF US Equity,56.9,66.7,73.6,12.7,Feb-16
Occidental Petroleum Corporation,Oil & Gas,OXY US Equity,80.1,81.8,86.1,62.1,Feb-16
Oceaneering International,Oil Services,OII US Equity,53.1,53.2,54.4,50.0,Feb-16
Oerlikon,Technology Hardware,USXHF US Equity,51.7,54.3,75.0,30.7,Feb-16
OHL,Construction & Building Materials,OBSJF US Equity,63.4,50.0,76.9,50.0,Feb-16
OMV,Oil & Gas,OMVJF US Equity,80.1,81.8,80.1,77.8,Feb-16
Oracle,Software & IT Services,ORCL US Equity,55.6,54.4,69.0,32.1,Feb-16
Orange,Telecom Services,FNCTF US Equity,67.0,65.6,62.5,77.3,Feb-16
Orpea,Health Care Equipment & Services,ORPEF US Equity,35.6,37.8,33.3,No data,Feb-16
OSRAM Licht,Capital Goods,OSAGF US Equity,86.4,88.2,81.8,87.9,Feb-16
OTP Group,Banks,OTPBF US Equity,60.1,60.9,64.7,50.0,Feb-16
Pearson,Media,PSORF US Equity,59.1,94.8,43.7,50.9,Feb-16
Pennon Group,Utilities,PEGRF US Equity,72.1,75.0,83.5,45.6,Feb-16
PepsiCo,Beverages,PEP US Equity,72.8,81.8,75.2,63.6,Feb-16
Pernod Ricard,Beverages,PDRDF US Equity,77.6,77.3,88.5,67.9,Feb-16
Petrofac,Oil Services,POFCF US Equity,68.2,84.1,54.3,81.3,Feb-16
Petroleum Geo-Services,Oil Services,PGEJF US Equity,84.4,87.3,91.6,62.5,Feb-16
Peugeot Citroen PSA,Automobiles & Components,PEUGF US Equity,75.9,66.7,89.1,72.2,Feb-16
PGNIG,Oil & Gas,POGWF US Equity,46.4,57.1,36.2,61.3,Feb-16
Philip Morris International,Tobacco,PM US Equity,60.1,55.5,75.4,49.6,Feb-16
Philips,Capital Goods,RYLPF US Equity,87.0,88.6,71.8,96.7,Feb-16
Pioneer Natural Resources,Oil & Gas,PXD US Equity,50.2,77.3,40.8,37.5,Feb-16
PKN ORLEN,Oil & Gas,PSKOF US Equity,63.6,75.0,71.2,40.6,Feb-16
PKO Bank Polski,Banks,PSZKF US Equity,51.0,46.7,67.5,40.0,Feb-16
Plastic Omnium,Automobiles & Components,PASTF US Equity,53.1,58.3,100.0,16.7,Feb-16
Polska Grupa Energetyczna,Utilities,PPOEF US Equity,56.2,66.2,58.7,43.4,Feb-16
Polymetal International,Metals & Mining,POYYF US Equity,67.0,56.3,67.9,71.7,Feb-16
Polyus Gold International,Metals & Mining,PGILF US Equity,65.2,20.0,74.2,83.3,Feb-16
Porsche,Automobiles & Components,POAHF US Equity,74.4,50.8,99.7,75.0,Feb-16
PotashCorp,Chemicals,POT US Equity,59.6,100.0,75.6,23.3,Feb-16
Praxair Inc,Chemicals,PX US Equity,81.9,83.3,99.8,63.3,Feb-16
Procter & Gamble,Household & Personal Care,PG US Equity,61.4,68.5,51.7,61.2,Feb-16
Prosiebensat1 Media,Media,PBSFF US Equity,45.2,71.7,53.3,0.0,Feb-16
Provident Financial,General Financials,FPLPF US Equity,65.5,60.0,87.5,50.0,Feb-16
Proximus,Telecom Services,BGAOF US Equity,64.9,65.6,62.1,70.0,Feb-16
Prudential,Insurance,PUKPF US Equity,63.5,72.1,67.5,32.5,Feb-16
Publicis Groupe,Media,PGPEF US Equity,51.7,70.0,47.2,40.9,Feb-16
PZU,Insurance,PWZYF US Equity,56.4,53.9,90.0,0.0,Feb-16
Raiffeisen Bank International,Banks,RAIFF US Equity,84.7,87.8,70.0,100.0,Feb-16
Reckitt Benckiser,Household & Personal Care,RBGPF US Equity,59.9,76.2,58.0,48.5,Feb-16
Red Electrica,Utilities,REE LN Equity,77.5,72.2,92.9,56.8,Feb-16
RELX NV,Media,RDLSF US Equity,62.9,99.8,50.7,47.3,Feb-16
RELX PLC,Media,RLXXF US Equity,62.9,99.8,50.7,47.3,Feb-16
Rémy Cointreau,Beverages,REMYF US Equity,62.8,59.1,76.7,52.9,Feb-16
Renault,Automobiles & Components,RNSDF US Equity,73.9,83.3,85.8,46.7,Feb-16
Repsol,Oil & Gas,REPYF US Equity,78.6,67.9,86.0,73.8,Feb-16
Rexel,Capital Goods,RXLSF US Equity,74.1,67.9,100.0,40.0,Feb-16
Richemont,Luxury Goods,CFRHF US Equity,62.5,99.8,66.7,23.1,Feb-16
Rio Tinto,Metals & Mining,RTPPF US Equity,86.3,100.0,76.5,90.0,Feb-16
Roche,Pharmaceuticals & Biotechnology,RHHVF US Equity,70.1,85.3,54.9,No data,Feb-16
Rockwell Automation,Capital Goods,ROK US Equity,76.6,91.2,94.6,44.6,Feb-16
Rolls-Royce,Aerospace & Defence,RYCEF US Equity,70.1,78.7,83.5,41.7,Feb-16
Rotork Plc,Capital Goods,RTOXF US Equity,50.2,61.4,69.4,17.2,Feb-16
Rowan Companies plc,Oil Services,RDC US Equity,64.4,92.9,54.5,50.0,Feb-16
Royal Bank of Scotland,Banks,RBSPF US Equity,55.3,50.0,50.0,80.0,Feb-16
RTL Group,Media,RGLXF US Equity,40.2,70.8,40.9,5.5,Feb-16
RWE,Utilities,RWNFF US Equity,69.6,77.4,74.8,54.6,Feb-16
SABMiller,Beverages,SBWRF US Equity,62.0,77.3,76.7,36.4,Feb-16
Sacyr,Construction & Building Materials,SYRVF US Equity,59.4,42.9,72.0,50.0,Feb-16
Safran,Aerospace & Defence,SAFRF US Equity,54.0,62.4,83.1,8.3,Feb-16
Saft,Capital Goods,SGPEF US Equity,58.5,76.8,65.9,30.4,Feb-16
Sage Group,Software & IT Services,SGGEF US Equity,35.3,61.1,28.9,14.3,Feb-16
Saint-Gobain,Construction & Building Materials,CODGF US Equity,76.6,64.3,88.2,69.4,Feb-16
Saipem,Oil Services,SPEM FP Equity,80.0,78.2,88.0,62.5,Feb-16
Salesforce,Software & IT Services,CRM US Equity,44.7,77.4,28.9,32.1,Feb-16
Salvatore Ferragamo Group,Luxury Goods,SFRGF US Equity,69.2,77.8,80.0,0.0,Feb-16
Salzgitter,Steel,SZGPF US Equity,32.1,50.0,42.4,10.0,Feb-16
Sandvik,Capital Goods,SDVKF US Equity,73.4,67.9,99.5,58.6,Feb-16
Sanofi,Pharmaceuticals & Biotechnology,SNYNF US Equity,77.6,77.2,77.9,No data,Feb-16
Santander,Banks,3195587Q US Equity,51.5,60.0,40.0,45.0,Feb-16
SAP,Software & IT Services,SAPGF US Equity,76.6,72.2,84.4,67.9,Feb-16
Sartorius Stedim Biotech,Health Care Equipment & Services,STDM IX Equity,55.6,44.4,66.7,No data,Feb-16
Sberbank,Banks,AKSJF US Equity,58.8,46.5,73.4,70.0,Feb-16
SBM Offshore,Oil Services,SBFFF US Equity,79.0,86.4,84.0,56.3,Feb-16
SCA,Household & Personal Care,SVCBF US Equity,77.2,92.3,78.3,65.0,Feb-16
Schibsted Media Group,Media,SBSNF US Equity,88.6,100.0,87.5,0.0,Feb-16
Schlumberger,Oil Services,SLB US Equity,64.8,73.6,53.9,80.0,Feb-16
Schneider,Capital Goods,SBGSF US Equity,91.0,85.1,97.6,92.9,Feb-16
Schroders PLC,General Financials,SHNWF US Equity,78.2,88.3,58.7,80.0,Feb-16
Scor,Insurance,SZCRF US Equity,60.0,61.1,87.5,20.0,Feb-16
Seadrill,Oil Services,9999998D US Equity,49.3,65.2,40.4,50.0,Feb-16
SEB,Banks,SVKEF US Equity,93.4,99.8,83.7,90.0,Feb-16
Segro PLC,Real Estate,SEGXF US Equity,57.7,75.0,87.5,31.9,Feb-16
Severn Trent,Utilities,SVTRF US Equity,64.5,83.3,72.4,36.1,Feb-16
SGS,Commercial Services & Supplies,SGSOF US Equity,80.7,92.3,80.6,71.8,Feb-16
Siemens,Capital Goods,SMAWF US Equity,73.9,75.0,80.0,68.3,Feb-16
SKF,Capital Goods,SKUFF US Equity,83.0,67.9,92.5,90.7,Feb-16
Sky,Media,BSYBF US Equity,68.6,82.3,72.3,46.4,Feb-16
Smiths Group,Capital Goods,SMGKF US Equity,62.7,82.1,77.9,33.3,Feb-16
SNAM,Utilities,SNMRF US Equity,72.3,83.3,77.6,54.6,Feb-16
Sodexo,Hotels Restaurants & Leisure,SDXOF US Equity,61.3,66.7,64.7,52.3,Feb-16
Software AG,Software & IT Services,SOW PZ Equity,45.7,77.8,38.5,17.9,Feb-16
Solvay SA,Chemicals,SVYSF US Equity,66.8,83.3,89.4,35.8,Feb-16
South32,Metals & Mining,SHTLF US Equity,48.8,68.8,59.4,26.0,Feb-16
SSE,Utilities,SSEZF US Equity,68.1,99.7,74.4,31.8,Feb-16
Standard Chartered,Banks,SCBFF US Equity,72.9,75.0,59.0,90.0,Feb-16
Standard Life,Insurance,T3V1 GR Equity,72.5,88.9,67.5,30.0,Feb-16
Statoil,Oil & Gas,STOHF US Equity,84.0,90.6,90.1,59.0,Feb-16
Subsea 7,Oil Services,ACGYF US Equity,60.7,86.1,46.1,62.5,Feb-16
Suez,Utilities,SZEVF US Equity,76.4,83.3,82.6,60.5,Feb-16
Svenska Handelsbanken,Banks,SVNLF US Equity,75.3,72.2,84.0,70.0,Feb-16
Swatch Group,Luxury Goods,SWGAF US Equity,46.7,66.4,54.2,19.2,Feb-16
Swedbank,Banks,SWDBF US Equity,81.7,93.3,73.7,60.0,Feb-16
Swedish Match,Tobacco,SWMAF US Equity,76.7,99.6,77.7,57.9,Feb-16
Swiss RE,Insurance,SSREF US Equity,88.6,88.7,79.6,100.0,Feb-16
Swisscom,Telecom Services,SWZCF US Equity,68.1,100.0,59.6,59.1,Feb-16
Symrise,Chemicals,SYIEF US Equity,80.4,100.0,93.6,57.5,Feb-16
Talanx,Insurance,TNXXF US Equity,46.3,42.2,75.0,20.0,Feb-16
TalkTalk,Telecom Services,TLKTF US Equity,45.2,75.0,43.9,30.5,Feb-16
Tate & Lyle plc,Food,TATYF US Equity,69.4,100.0,67.5,47.1,Feb-16
Tauron,Utilities,TPE PW Equity,64.5,75.0,70.6,43.8,Feb-16
TDC,Telecom Services,TDCAF US Equity,51.1,62.2,54.0,36.4,Feb-16
Tele2,Telecom Services,TLTZF US Equity,48.7,99.7,47.1,10.0,Feb-16
Telecom Italia Spa,Telecom Services,TIAOF US Equity,73.7,99.7,61.4,77.3,Feb-16
Telefónica Deutschland Holding AG,Telecom Services,TELDF US Equity,82.6,94.4,77.1,83.6,Feb-16
Telenet,Telecom Services,TLGHF US Equity,70.0,83.3,75.3,45.0,Feb-16
Telenor AS,Telecom Services,TELNF US Equity,63.3,83.3,54.0,65.5,Feb-16
Teleperformance,Commercial Services & Supplies,TLPFF US Equity,50.3,45.0,76.2,27.0,Feb-16
TeliaSonera,Telecom Services,TLSNF US Equity,59.5,73.3,50.7,65.9,Feb-16
Terna,Utilities,TERRF US Equity,86.7,83.3,99.7,68.2,Feb-16
Tesco,Food Retailing,TSCDF US Equity,65.2,83.3,53.3,72.1,Feb-16
TF1,Media,TVFCF US Equity,51.3,68.3,63.6,8.2,Feb-16
Thales,Aerospace & Defence,THLEF US Equity,76.1,65.8,99.5,66.7,Feb-16
The Coca-Cola Company,Beverages,KO US Equity,60.7,59.1,71.5,51.8,Feb-16
The Hershey Company,Food,HSY US Equity,67.4,68.8,64.9,68.6,Feb-16
ThyssenKrupp,Steel,TYEKF US Equity,71.7,83.3,74.1,62.0,Feb-16
Tod's SPA,Luxury Goods,TODGF US Equity,69.6,66.7,85.0,16.7,Feb-16
Total,Oil & Gas,TTFNF US Equity,68.9,50.0,76.4,75.0,Feb-16
Tullett Prebon,General Financials,TULLF US Equity,65.1,45.8,75.0,100.0,Feb-16
Twenty-First Century Fox,Media,NWS/A EO Equity,26.6,35.0,33.5,3.6,Feb-16
UBM,Media,UNWS VX Equity,44.8,83.1,45.0,2.7,Feb-16
UBS AG,Banks,UBS US Equity,70.9,76.1,50.0,90.0,Feb-16
UC Rusal Plc,Metals & Mining,RUALF US Equity,50.6,20.0,58.9,58.3,Feb-16
Unibail-Rodamco,Real Estate,1649599D US Equity,84.1,100.0,100.0,66.3,Feb-16
UniCredit SpA,Banks,UCG PZ Equity,68.7,64.8,69.0,80.0,Feb-16
Unilever NV,Food,UNLNF US Equity,72.2,92.3,66.7,59.7,Feb-16
United Utilities,Utilities,UUGWF US Equity,74.0,100.0,96.5,15.9,Feb-16
Vakifbank,Banks,TKYVF US Equity,55.2,46.7,75.0,50.0,Feb-16
Valeo,Automobiles & Components,VAE LN Equity,74.8,91.7,67.3,61.7,Feb-16
Vallourec,Capital Goods,VLOUF US Equity,76.2,71.4,94.6,66.4,Feb-16
Veolia Environnement,Utilities,VEOEF US Equity,64.0,55.6,68.9,62.7,Feb-16
Verbund,Utilities,OEZVF US Equity,81.5,94.4,80.4,72.7,Feb-16
Vestas Wind Systems,Capital Goods,VWSYF US Equity,97.3,96.9,100.0,95.7,Feb-16
Viacom Inc.,Media,VIAB US Equity,40.9,67.5,46.8,0.0,Feb-16
Vicat,Construction & Building Materials,SDCIF US Equity,54.5,21.4,75.4,50.0,Feb-16
Vilmorin et Cie,Food,VLMFF US Equity,67.7,75.0,81.8,25.0,Feb-16
Vinci,Construction & Building Materials,VCISF US Equity,66.9,51.4,72.3,69.4,Feb-16
Viscofan SA,Food,VSCFF US Equity,52.1,43.8,81.8,0.0,Feb-16
